date,ticker,prob,rsi14,ma_ratio,rvol20,ret1
2024-06-26,CMAX,0.5982657018149419,56.11814345991561,0.9946870778928412,0.10220307226743625,0.5
2024-06-26,OPTX,0.5982657018149419,67.44186046511628,0.9653951154725893,0.10220307226743625,0.5
2024-06-26,VLCN,0.5635298181475891,26.933514246947084,0.5104818033105359,0.10220307226743625,0.18705035971223016
2024-06-26,ICU,0.5517727111523458,44.92525570416994,0.8418319169027384,0.10220307226743625,0.18867924528301883
2024-06-26,BNED,0.5253103908706457,11.084481725584183,0.5,0.10220307226743625,0.062027231467473465
2024-06-26,MLGO,0.5160208212388495,75.76407506702412,1.2566431214261689,0.10220307226743625,0.12865895166780117
2024-06-26,MEDS,0.5001635122762462,74.2110453648915,1.1309024913380634,0.10220307226743625,0.35119726339794766
2024-06-26,AISP,0.41892962276159307,50.08103727714749,1.0501007049345419,0.10220307226743625,-0.11886304909560719
2024-06-26,ZNTL,0.41892962276159307,11.431513903192581,0.7242517355183794,0.10220307226743625,-0.00952380952380949
2024-06-26,BRFH,0.41892962276159307,80.62678062678063,1.2719200887902327,0.10220307226743625,0.13496932515337434
2024-06-26,AFMD,0.41892962276159307,33.440514469453376,1.0387699429610648,0.10220307226743625,-0.02622377622377614
2024-06-26,CMTL,0.41892962276159307,58.018867924528294,1.103345724907063,0.10220307226743625,0.07823129251700678
2024-06-26,ALIM,0.41892962276159307,87.05882352941175,1.1214192234986187,0.10220307226743625,0.0
2024-06-26,ZKH,0.41892962276159307,26.893676164002784,0.543223269374195,0.10220307226743625,0.0
2024-06-26,RTC,0.41892962276159307,33.11111111111113,0.7543556323979252,0.10220307226743625,0.217687074829932
2024-06-26,BMEA,0.41892962276159307,19.538334707337185,0.7307692307692308,0.10220307226743625,-0.14587332053742796
2024-06-26,RGS,0.41892962276159307,94.13754758385274,1.2897610699584443,0.10220307226743625,-0.032163693957114936
2024-06-26,EIGR,0.41892962276159307,92.65762170790103,1.5,0.10220307226743625,0.003831417624520883
2024-06-26,GPCR,0.41892962276159307,10.233171807742366,0.9814966309801259,0.10220307226743625,-0.0520520033046048
2024-06-26,GME,0.41892962276159307,43.889902899849154,0.948667973637798,0.10220307226743625,-0.029281949458483725
2024-06-26,CRKN,0.41892962276159307,13.565891472868216,0.6992161222879456,0.10220307226743625,-0.0653266331658291
2024-06-26,LSF,0.41892962276159307,48.40989399293286,1.0657618753855647,0.10220307226743625,-0.024742268041236914
2024-06-26,ASTS,0.41892962276159307,65.88541666666669,1.098087536901553,0.10220307226743625,0.022768670309653904
2024-06-26,PIK,0.41892962276159307,46.835443037974684,0.9390360676667732,0.10220307226743625,0.05863192182410426
2024-06-26,SMMT,0.41892962276159307,46.13180515759314,1.0125493914967598,0.10220307226743625,-0.029962546816479474
2024-06-26,LTBR,0.41428199335853844,81.85654008438819,1.0309827029081926,0.08890875634074547,0.24767801857585137
2024-06-26,VIGL,0.41428199335853844,55.95238095238095,1.0631661034572395,0.10220307226743625,0.016129032258064502
2024-06-26,MDIA,0.41428199335853844,80.98958333333334,1.4405498951884166,0.10220307226743625,-0.09210526315789469
2024-06-26,LICY,0.41428199335853844,77.27930535455862,1.2000558165496071,0.10220307226743625,-0.04874651810584951
2024-06-26,RELI,0.41428199335853844,52.12201591511936,1.165721907302434,0.10220307226743625,-0.2821158690176322
2024-06-26,TBLT,0.41428199335853844,82.3802541544477,1.1079141003162043,0.09388430801769823,0.25115207373271886
2024-06-26,VCSA,0.41428199335853844,59.24050632911392,1.0292490118577076,0.09601399105435422,0.1545667447306791
2024-06-26,FTEL,0.41428199335853844,89.50395645261932,1.2587933705349754,0.09939454622140312,0.20030853701799156
2024-06-26,ALAR,0.4137638990104427,45.51800613122568,0.9449699368397566,0.08185662106284981,0.20186115956116124
2024-06-26,DM,0.4137638990104427,31.52173913043478,0.8680272108843539,0.10220307226743625,-0.033175355450236865
2024-06-26,RZLT,0.4137638990104427,25.344352617079892,0.9255926251097457,0.09581339900621937,0.03359173126614978
2024-06-26,LPCN,0.4125208409475772,53.6231884057971,1.086600165194739,0.10220307226743625,-0.036809815950920366
2024-06-26,SISI,0.4125208409475772,65.2400835073069,1.222120885498715,0.10220307226743625,-0.042780748663101664
2024-06-26,URGN,0.4125208409475772,61.63318211276733,1.1184552850099696,0.09741621174501613,0.041843541540327545
2024-06-26,NAAS,0.41193762839468695,21.044776119402968,0.8324750075734626,0.10081013584611934,-0.06925207756232687
2024-06-26,MAIA,0.41193762839468695,53.982300884955755,0.9275821131776814,0.09020577385518959,0.06230529595015577
2024-06-26,SLNH,0.41193762839468695,80.10403120936282,1.343971631205674,0.10220307226743625,-0.08344198174706641
2024-06-26,ANNX,0.41193762839468695,21.08108108108108,0.9798519351513446,0.09331701690427184,0.015283842794759916
2024-06-26,BTBT,0.41193762839468695,60.78838174273859,1.0373942316440727,0.10036130875340864,-0.019145802650957222
2024-06-26,RENT,0.41193762839468695,35.129746724115094,0.8982215844550024,0.08658455743170076,0.08428257883158197
2024-06-26,BTTR,0.4099254782983807,59.87383433900165,1.0321874958314992,0.09543362332935933,0.009685230024213176
2024-06-26,WKME,0.4087352554671481,65.15151515151527,1.0901852581789513,0.09662775278250008,-0.0014285714285714457
2024-06-26,NKLA,0.4087352554671481,20.89268954346531,0.8994915103303094,0.08366030079692996,0.05869797225186768
2024-06-26,AMCX,0.4062331481088483,14.575650947698065,0.811781708072397,0.08693214996350761,0.009463722397476282
2024-06-26,SKIL,0.4060318830658988,75.49824150058618,1.0751484473863526,0.07957742427060954,0.1040322580645161
